parada_id,equipo_id,fecha,hora_inicio_aprox,duracion_horas,tipo_parada,causa,costo_estimado_soles
PAR-006087, PC-EQ-07,2025-12-08,16:00,0.5,Correctiva ,Falla mecánica - desgaste de componente,542.0
PAR-005840,PC-EQ-06 ,2026-07-20,13:00,1.1, operativa,Condiciones climáticas adversas,385.0
PAR-006987, PC-EQ-10,31/01/2025,01:00,4.6,PREVENTIVA,Mantenimiento programado (plan anual),8970.0
PAR-005454, PC-EQ-05,10/07/2026,19:00,2.6, operativa,,1123.0
PAR-005554,PCEQ05,2027-05-22,03:00,20.0,Correctiva,Falla eléctrica - motor/tablero,27469.0
PAR-005439,PC-EQ-05 ,2026-05-22,04:00,2.9,Correctiva,Rotura de faja/correa,2713.0
PAR-005235,PC_EQ_05,19/09/2024,06:00,11.8,Correctiva,Falla de lubricación,19053.0
PAR-006719,PC-EQ-09,15/11/2025,08:00,2.6, operativa,Condiciones climáticas adversas,726.0
PAR-005006,PC-EQ-04	,2026-09-10,01:00,1.5, operativa,Espera de insumos (reactivos/bolas de molienda),662.0
PAR-007256,PCEQ10,2027-12-02,08:00,8.6,Correctiva ,Falla mecánica - desgaste de componente,11601.0
PAR-004464,PC-EQ-03,29/10/2024,02:00,8.0,CORRECTIVA,Rotura de faja/correa,13172.0
PAR-005932,PC_EQ_06,2027-08-20,11:00,8.6, correctiva,Rotura de faja/correa,7042.0
PAR-006003, PC-EQ-07,2024-09-16,13:00,-8.4, preventiva,Mantenimiento programado (plan anual),12762.0
PAR-004907,PC-EQ-04,2025-11-11,12:00,9.6,Correctiva,Falla eléctrica - motor/tablero,9314.0
PAR-005844,PC_EQ_06,04/08/2026,00:00,2.9,CORRECTIVA,Falla eléctrica - motor/tablero,5831.0
PAR-004324, PC-EQ-02,2027-01-28,13:00,4.0,Preventiva,Mantenimiento programado (plan anual),5145.0
PAR-004344,PCEQ02,2027-04-01,14:00,2.2, operativa,Falta de mineral en cancha,985.0
PAR-005214,pc-eq-05,19/07/2024,07:00,4.9, correctiva,,7125.0
PAR-004322,PC-EQ-02 ,21/01/2027,17:00,4.8,Correctiva,Rotura de faja/correa,
PAR-004334,PC-EQ-02	,2027-03-09,03:00,4.7,Preventiva ,Mantenimiento programado (plan anual),10179.0
PAR-004683,PC_EQ_03,2027-11-23,13:00,9.3,CORRECTIVA,Rotura de faja/correa,16294.0
PAR-005463,PC-EQ-05 ,2026-08-01,12:00,5.1,CORRECTIVA,Atoro de mineral / obstrucción,4866.0
PAR-007130,pc-eq-10,2026-07-07,01:00,3.2,Correctiva,Atoro de mineral / obstrucción,6833.0
PAR-003966, PC-EQ-01,18/03/2027,16:00,5.3,Preventiva,Mantenimiento programado (plan anual),5095.0
PAR-005288,PC-EQ-05,2025-03-10,10:00,3.2,CORRECTIVA,Atoro de mineral / obstrucción,6581.0
PAR-003870,PC-EQ-01	,2026-03-04,17:00,5.2,Correctiva,Atoro de mineral / obstrucción,7572.0
PAR-005251, PC-EQ-05,2024-11-14,06:00,1.9,Correctiva ,Rotura de faja/correa,3677.0
PAR-004117, PC-EQ-02,2024-10-11,15:00,6.4,Preventiva,Mantenimiento programado (plan anual),9049.0
PAR-003977,PC-EQ-01 ,2027-04-13,01:00,1.9,Operativa ,Falta de mineral en cancha,429.0
PAR-004786,pc-eq-04,2024-10-18,16:00,1.7,Operativa ,Falta de mineral en cancha,428.0
PAR-004148,PC-EQ-02,23/02/2025,06:00,15.9, correctiva,,33874.0
PAR-007172,PC-EQ-10,2026-12-17,15:00,4.5,Preventiva ,Mantenimiento programado (plan anual),3999.0
PAR-004424,pc-eq-03,2024-03-20,18:00,0.8,Correctiva ,Atoro de mineral / obstrucción,672.0
PAR-006876,PC-EQ-09 ,2027-11-24,01:00,0.5,Operativa,Corte de energía externo,215.0
PAR-003892,PC-EQ-01 ,2026-05-19,18:00,1.7,Operativa,Corte de energía externo,
PAR-006149,PC-EQ-07	,2026-11-22,11:00,2.6,Correctiva,Rotura de faja/correa,5234.0
PAR-004914,PC_EQ_04,2025-12-03,15:00,6.0,Correctiva,Falla mecÃ¡nica - desgaste de componente,12605.0
PAR-003782,PCEQ01,03/03/2025,06:00,2.9,OPERATIVA,Espera de insumos (reactivos/bolas de molienda),777.0
PAR-005455, PC-EQ-05,2026-07-11,05:00,5.1,CORRECTIVA,Falla de lubricación,9704.0
PAR-006048,PC_EQ_07,06/05/2025,09:00,5.9,Correctiva,Atoro de mineral / obstrucción,8235.0
PAR-007121,pc-eq-10,2026-06-03,07:00,8.3,Preventiva,Mantenimiento programado (plan anual),15412.0
PAR-005657,PC-EQ-06	,2024-05-28,10:00,8.5,Correctiva ,Falla eléctrica - motor/tablero,16124.0
PAR-005178,PC-EQ-05,2024-03-31,10:00,4.5,CORRECTIVA,Falla eléctrica - motor/tablero,5567.0
PAR-004579,PC-EQ-03,2026-04-25,09:00,6.9,Preventiva,Mantenimiento programado (plan anual),8882.0
PAR-005342,PC-EQ-05 ,2025-09-05,22:00,-0.8,Operativa ,Condiciones climáticas adversas,279.0
PAR-003931,PCEQ01,2026-10-31,13:00,6.9, correctiva,Falla mecánica - desgaste de componente,9973.0
PAR-004103,PC_EQ_02,2024-08-12,17:00,2.2,OPERATIVA,Falta de mineral en cancha,
PAR-003687,PCEQ01,2024-01-27,00:00,4.0,Correctiva,Falla de lubricación,4113.0
PAR-004855,pc-eq-04,19/05/2025,01:00,20.0,CORRECTIVA,Falla de lubricación,39508.0
PAR-004386,PC-EQ-02,28/09/2027,07:00,6.1,Preventiva,Mantenimiento programado (plan anual),9430.0
PAR-006890,pc-eq-10,29/01/2024,06:00,10.2,CORRECTIVA,Falla de lubricación,16869.0
PAR-005119,PC_EQ_04,2027-08-28,06:00,6.4,Preventiva ,Mantenimiento programado (plan anual),9621.0
PAR-003852,PC-EQ-01	,2026-01-05,05:00,3.5,Correctiva,Falla eléctrica - motor/tablero,4388.0
PAR-004309,PC-EQ-02 ,11/11/2026,10:00,8.4,Correctiva,Rotura de faja/correa,17352.0
PAR-006710,PC-EQ-09,2025-10-18,09:00,5.0,Correctiva,Atoro de mineral / obstrucción,5253.0
PAR-007211, PC-EQ-10,2027-06-04,00:00,4.9,Preventiva,Mantenimiento programado (plan anual),4533.0
PAR-004788, PC-EQ-04,2024-10-23,16:00,3.4,Correctiva ,Falla de lubricación,
PAR-005466,PC-EQ-05,2026-08-05,09:00,9.3,Correctiva ,Falla eléctrica - motor/tablero,20302.0
PAR-003968,PCEQ01,2027-03-21,01:00,16.2,Correctiva,Atoro de mineral / obstrucción,16906.0
PAR-004957,PC-EQ-04,2026-04-20,01:00,5.2,Correctiva ,Falla mecánica - desgaste de componente,10681.0
PAR-005978,PCEQ07,2024-04-11,05:00,1.4,Operativa ,Falta de mineral en cancha,625.0
PAR-007005,PC-EQ-10 ,2025-03-31,03:00,5.2, correctiva,Falla de lubricación,4354.0
PAR-006960,PC-EQ-10	,10/10/2024,17:00,2.4, operativa,Corte de energía externo,1075.0
PAR-004790,PC-EQ-04,2024-10-29,06:00,5.4,Preventiva,Mantenimiento programado (plan anual),8906.0
PAR-007188,PC-EQ-10,2027-02-25,04:00,15.2,CORRECTIVA,Falla eléctrica - motor/tablero,27604.0
PAR-005330,PC-EQ-05,02/08/2025,17:00,2.9, operativa,Espera de insumos (reactivos/bolas de molienda),1362.0
PAR-006678,PC-EQ-09 ,29/04/2025,13:00,2.9,Operativa,Corte de energía externo,1375.0
PAR-006234,PC-EQ-08	,05/01/2024,07:00,3.3,Correctiva,Falla eléctrica - motor/tablero,5320.0
PAR-006921,PC_EQ_10,2024-05-15,02:00,9.4,CORRECTIVA,Falla mecánica - desgaste de componente,12831.0
PAR-005400,pc-eq-05,23/02/2026,06:00,5.3,Preventiva,Mantenimiento programado (plan anual),4421.0
PAR-006125,pc-eq-07,31/07/2026,21:00,1.2,Operativa,Corte de energía externo,271.0
PAR-005399,PC_EQ_05,2026-02-22,02:00,14.7,Correctiva ,Atoro de mineral / obstrucción,17721.0
PAR-005722,PCEQ06,28/03/2025,02:00,1.8,Operativa ,Espera de insumos (reactivos/bolas de molienda),937.0
PAR-003902,pc-eq-01,2026-07-04,13:00,1.8, operativa,Corte de energía externo,675.0
PAR-004519,PC-EQ-03 ,02/08/2025,18:00,1.5,CORRECTIVA,Falla mecánica - desgaste de componente,
PAR-005164,PCEQ05,2024-02-06,14:00,7.3,Preventiva,Mantenimiento programado (plan anual),12731.0
PAR-003690,PC_EQ_01,19/02/2024,14:00,8.8, correctiva,Atoro de mineral / obstrucción,15327.0
PAR-004482,pc-eq-03,2025-02-06,18:00,2.4, operativa,Corte de energía externo,
PAR-005913,PC_EQ_06,28/05/2027,03:00,2.6, operativa,Condiciones climáticas adversas,898.0
PAR-005471,PCEQ05,20/08/2026,00:00,16.0,Correctiva,Falla de lubricación,25951.0
PAR-007221,PC-EQ-10	,17/07/2027,02:00,5.6,PREVENTIVA,Mantenimiento programado (plan anual),4760.0
PAR-006145,PC-EQ-07	,2026-11-05,18:00,0.8,Operativa,Condiciones climáticas adversas,475.0
PAR-006300, PC-EQ-08,2024-10-14,08:00,4.0,Correctiva,Falla de lubricación,7472.0
PAR-007053,PC-EQ-10 ,2025-09-12,08:00,0.9,CORRECTIVA,Falla mecánica - desgaste de componente,1952.0
PAR-003824,PC_EQ_01,30/09/2025,09:00,8.3, correctiva,Rotura de faja/correa,9984.0
PAR-007131,PC_EQ_10,2026-07-11,00:00,3.2,Correctiva ,Falla de lubricación,5231.0
PAR-004882,PC-EQ-04 ,13/08/2025,01:00,20.0,Correctiva,Falla mecánica - desgaste de componente,20941.0
PAR-007235,pc-eq-10,18/09/2027,04:00,2.6,Operativa ,Espera de insumos (reactivos/bolas de molienda),1155.0
PAR-003914,PC-EQ-01 ,2026-08-17,04:00,5.3, preventiva,Mantenimiento programado (plan anual),6285.0
PAR-004105,PCEQ02,14/08/2024,07:00,7.5,Preventiva,Mantenimiento programado (plan anual),10429.0
PAR-006569,PC_EQ_08,2027-09-14,14:00,6.9,Preventiva ,Mantenimiento programado (plan anual),9571.0
PAR-004986,pc-eq-04,04/07/2026,08:00,12.3,Correctiva,Atoro de mineral / obstrucción,16815.0
PAR-005476,pc-eq-05,18/09/2026,07:00,5.8,Correctiva,Falla mecánica - desgaste de componente,10082.0
PAR-004628,PC-EQ-03 ,2027-01-04,16:00,4.8,Correctiva ,Falla mecánica - desgaste de componente,4150.0
PAR-007055,pc-eq-10,2025-09-21,08:00,5.8,Correctiva,Falla eléctrica - motor/tablero,9780.0
PAR-007173, PC-EQ-10,02/01/2027,08:00,13.7,CORRECTIVA,Falla eléctrica - motor/tablero,23390.0
PAR-005458,PCEQ05,2026-07-17,17:00,0.9,OPERATIVA,Corte de energía externo,527.0
PAR-005814,PCEQ06,2026-03-30,02:00,9.7,Correctiva,Atoro de mineral / obstrucción,14649.0
PAR-005218,PC-EQ-05,2024-07-27,03:00,20.0, correctiva,Rotura de faja/correa,38584.0
PAR-004341,PC-EQ-02	,26/03/2027,09:00,7.1,CORRECTIVA,Rotura de faja/correa,14064.0
PAR-004884,PC-EQ-04	,2025-08-19,00:00,12.2,Correctiva,Falla mecánica - desgaste de componente,20552.0
PAR-005464, PC-EQ-05,02/08/2026,15:00,6.9,Preventiva ,Mantenimiento programado (plan anual),8404.0
PAR-006379,PC-EQ-08 ,2025-08-16,04:00,10.6,Correctiva,Atoro de mineral / obstrucción,23002.0
PAR-007143,PCEQ10,2026-08-27,09:00,1.8,Operativa ,Falta de mineral en cancha,577.0
PAR-006224,PC-EQ-07,2027-11-22,07:00,1.3,Correctiva,Atoro de mineral / obstrucción,1443.0
PAR-006092,pc-eq-07,2025-12-25,05:00,7.5,PREVENTIVA,Mantenimiento programado (plan anual),12653.0
PAR-005448,PC_EQ_05,2026-06-19,17:00,1.4, operativa,Corte de energía externo,419.0
PAR-004446,pc-eq-03,2024-07-21,08:00,10.6,Correctiva,Atoro de mineral / obstrucción,15052.0
PAR-004216,PC-EQ-02	,14/12/2025,09:00,8.1, correctiva,Falla de lubricación,14952.0
PAR-003780,PC-EQ-01	,2025-02-25,18:00,1.8,Correctiva,Rotura de faja/correa,1803.0
PAR-005265,pc-eq-05,18/12/2024,00:00,20.0,Correctiva,Atoro de mineral / obstrucción,20642.0
PAR-003886,PC-EQ-01	,2026-04-21,16:00,6.0,Preventiva,Mantenimiento programado (plan anual),10376.0
PAR-006672, PC-EQ-09,02/04/2025,15:00,5.6,Correctiva,Falla eléctrica - motor/tablero,5427.0
PAR-005081,PCEQ04,2027-05-11,09:00,7.1, preventiva,Mantenimiento programado (plan anual),9987.0
PAR-003940,PC-EQ-01 ,26/11/2026,06:00,7.6,Correctiva,Falla eléctrica - motor/tablero,7422.0
PAR-006476,pc-eq-08,12/09/2026,00:00,0.6,Operativa ,Espera de insumos (reactivos/bolas de molienda),206.0
PAR-005138,pc-eq-04,2027-10-24,02:00,10.2,Correctiva,Falla de lubricación,15839.0
PAR-007010, PC-EQ-10,2025-04-18,06:00,13.6, correctiva,Rotura de faja/correa,29713.0
PAR-003903,PC-EQ-01 ,2026-07-06,13:00,5.5,CORRECTIVA,Falla eléctrica - motor/tablero,11624.0
PAR-006883,pc-eq-09,16/12/2027,02:00,4.7, preventiva,Mantenimiento programado (plan anual),8425.0
PAR-005573,PCEQ05,2027-07-31,17:00,2.9, operativa,Condiciones climáticas adversas,1654.0
PAR-003873,PC-EQ-01,2026-03-10,01:00,8.0,Preventiva,Mantenimiento programado (plan anual),11661.0
PAR-006512,pc-eq-08,10/01/2027,13:00,1.3,Operativa,Espera de insumos (reactivos/bolas de molienda),481.0
PAR-004205,PC-EQ-02,2025-10-14,06:00,8.3,Correctiva ,Rotura de faja/correa,13122.0
PAR-005807,PC-EQ-06,06/03/2026,03:00,0.6,Operativa ,Falta de mineral en cancha,150.0
PAR-006948,PC_EQ_10,25/08/2024,15:00,3.7,Correctiva,Falla mecánica - desgaste de componente,4246.0
PAR-004293,pc-eq-02,2026-09-19,16:00,0.9,Correctiva ,Rotura de faja/correa,1825.0
PAR-006516,PC-EQ-08,20/01/2027,04:00,4.7, correctiva,Atoro de mineral / obstrucción,
PAR-006341,PC_EQ_08,23/03/2025,02:00,8.1,Correctiva,Rotura de faja/correa,14020.0
PAR-006729, PC-EQ-09,2025-12-29,04:00,2.8,OPERATIVA,Espera de insumos (reactivos/bolas de molienda),761.0
PAR-003796,PCEQ01,2025-05-15,02:00,6.7,Preventiva ,Mantenimiento programado (plan anual),5868.0
PAR-007018, PC-EQ-10,2025-05-11,06:00,5.0,Correctiva ,Falla mecánica - desgaste de componente,9766.0
PAR-005513,PCEQ05,14/01/2027,05:00,16.2,Correctiva ,Falla de lubricación,34411.0
PAR-007197,PC-EQ-10,2027-04-12,11:00,0.5,CORRECTIVA,Atoro de mineral / obstrucción,996.0
PAR-006325,PC-EQ-08,15/01/2025,08:00,12.4,Correctiva ,Falla de lubricación,18864.0
PAR-004325,pc-eq-02,2027-01-28,14:00,1.5,Operativa,Condiciones climáticas adversas,791.0
PAR-006081,pc-eq-07,23/11/2025,11:00,4.7,Preventiva,Mantenimiento programado (plan anual),6166.0
PAR-003769,PC-EQ-01 ,30/01/2025,15:00,7.8,Correctiva,Rotura de faja/correa,9997.0
PAR-003961, PC-EQ-01,06/03/2027,01:00,2.9,Operativa,Condiciones climáticas adversas,805.0
PAR-006713,PC-EQ-09,2025-10-27,07:00,2.0,Operativa,Espera de insumos (reactivos/bolas de molienda),945.0
PAR-004647,pc-eq-03,2027-05-11,04:00,0.8, operativa,Corte de energía externo,215.0
PAR-007037,PC_EQ_10,2025-07-23,17:00,2.1,CORRECTIVA,Atoro de mineral / obstrucción,2965.0
PAR-005576,PC-EQ-05	,2027-08-07,06:00,4.5,PREVENTIVA,Mantenimiento programado (plan anual),6431.0
PAR-006682,PC-EQ-09,2025-05-21,08:00,4.8,Correctiva,Atoro de mineral / obstrucción,4804.0
PAR-006060,PC-EQ-07 ,2025-07-13,10:00,5.9, preventiva,Mantenimiento programado (plan anual),9758.0
PAR-006089,pc-eq-07,10/12/2025,13:00,4.5,CORRECTIVA,Rotura de faja/correa,3858.0
PAR-004598,pc-eq-03,24/07/2026,10:00,6.7, correctiva,Falla eléctrica - motor/tablero,13119.0
PAR-004821,pc-eq-04,15/01/2025,19:00,1.7,Correctiva,Falla mecánica - desgaste de componente,2958.0
PAR-006107,PC_EQ_07,2026-03-30,20:00,-0.8, operativa,Corte de energía externo,428.0
PAR-003941,PC-EQ-01	,2026-11-29,11:00,4.4, preventiva,Mantenimiento programado (plan anual),6112.0
PAR-004269,PCEQ02,2026-06-07,07:00,4.6,Correctiva ,Falla eléctrica - motor/tablero,3720.0
PAR-006653,PC_EQ_09,18/12/2024,08:00,11.9, correctiva,Rotura de faja/correa,13608.0
PAR-003994,PC-EQ-01,2027-06-28,14:00,8.5,Preventiva ,Mantenimiento programado (plan anual),14078.0
PAR-005895, PC-EQ-06,2027-03-02,02:00,5.7,Preventiva,Mantenimiento programado (plan anual),10347.0
PAR-006036,PCEQ07,10/03/2025,06:00,8.4,Preventiva,Mantenimiento programado (plan anual),15711.0
PAR-006155,PC_EQ_07,2027-01-07,06:00,8.4,Correctiva ,Falla eléctrica - motor/tablero,12122.0
PAR-006168,PC_EQ_07,2027-02-17,21:00,1.5,Operativa ,Condiciones climáticas adversas,556.0
PAR-003916,pc-eq-01,26/08/2026,04:00,2.8,OPERATIVA,Corte de energía externo,566.0
PAR-006075,PC-EQ-07	,2025-10-30,13:00,0.5,Correctiva,Rotura de faja/correa,906.0
PAR-007194,PC_EQ_10,2027-03-29,07:00,7.8,Correctiva,Rotura de faja/correa,12531.0
PAR-005509,PC-EQ-05,30/12/2026,10:00,5.0,Correctiva,Falla de lubricación,9906.0
PAR-005668,PCEQ06,13/07/2024,06:00,12.5,Correctiva,Atoro de mineral / obstrucción,10950.0
PAR-006933,PC-EQ-10,10/07/2024,10:00,7.9,CORRECTIVA,Atoro de mineral / obstrucción,
PAR-005939, PC-EQ-06,2027-09-11,09:00,6.3,Preventiva,Mantenimiento programado (plan anual),5382.0
PAR-005951,PC-EQ-06,01/11/2027,06:00,9.7,Correctiva,Falla de lubricación,14436.0
PAR-005152,PC_EQ_04,2027-12-06,03:00,2.6, operativa,Condiciones climáticas adversas,1000.0
PAR-007174,pc-eq-10,2027-01-03,17:00,5.1, preventiva,Mantenimiento programado (plan anual),
PAR-007089,PCEQ10,2026-02-07,03:00,20.0,Correctiva,Falla de lubricación,16086.0
PAR-004326,PC-EQ-02,06/02/2027,10:00,11.6,Correctiva,Atoro de mineral / obstrucción,24788.0
PAR-007114,pc-eq-10,08/05/2026,10:00,2.9,Operativa,Corte de energía externo,1157.0
PAR-006314, PC-EQ-08,2024-12-06,07:00,0.5,CORRECTIVA,Falla mecánica - desgaste de componente,570.0
PAR-005360, PC-EQ-05,10/11/2025,00:00,20.0,Correctiva,Rotura de faja/correa,21916.0
PAR-006200,PCEQ07,19/07/2027,14:00,2.6,Operativa ,Corte de energía externo,814.0
PAR-005246,PC_EQ_05,2024-11-02,01:00,1.4,OPERATIVA,Espera de insumos (reactivos/bolas de molienda),430.0
PAR-007039,PC_EQ_10,2025-08-06,19:00,0.7,OPERATIVA,Falta de mineral en cancha,390.0
PAR-005543,pc-eq-05,28/04/2027,13:00,8.9,Preventiva,Mantenimiento programado (plan anual),18187.0
PAR-005359,PC_EQ_05,2025-11-08,18:00,2.9,Operativa,Corte de energía externo,685.0
PAR-006879,PC-EQ-09,08/12/2027,12:00,2.7,Correctiva,Falla mecánica - desgaste de componente,3899.0
PAR-005618,PC-EQ-05	,18/12/2027,18:00,3.1,Correctiva,Falla de lubricación,4385.0
PAR-004997,PC-EQ-04	,2026-08-12,16:00,6.6,Preventiva ,Mantenimiento programado (plan anual),10443.0
PAR-003829,PCEQ01,2025-10-29,18:00,1.0, operativa,Falta de mineral en cancha,264.0
PAR-003740,PC-EQ-01	,2024-09-28,15:00,2.0,OPERATIVA,Espera de insumos (reactivos/bolas de molienda),638.0
PAR-007001,PC-EQ-10	,2025-03-18,02:00,20.0,Correctiva,Falla mecánica - desgaste de componente,
PAR-005365,PC_EQ_05,2025-11-21,01:00,20.0,Correctiva,Falla mecánica - desgaste de componente,18826.0
PAR-006236,PC_EQ_08,22/01/2024,17:00,5.0,Preventiva,Mantenimiento programado (plan anual),8504.0
PAR-006787,PCEQ09,2026-09-07,09:00,1.5,Operativa,Falta de mineral en cancha,442.0
PAR-006429, PC-EQ-08,03/03/2026,16:00,2.8,OPERATIVA,Condiciones climáticas adversas,763.0
PAR-007217,PC-EQ-10,2027-07-01,01:00,0.9, operativa,Corte de energía externo,194.0
PAR-004186,PC-EQ-02,2025-08-08,10:00,1.2,Operativa,Falta de mineral en cancha,355.0
PAR-004310,PC-EQ-02	,22/11/2026,06:00,11.4,Correctiva ,Atoro de mineral / obstrucción,15985.0
PAR-005794,pc-eq-06,2026-01-29,17:00,0.5,Correctiva ,Rotura de faja/correa,643.0
PAR-004815,PC_EQ_04,2025-01-08,18:00,0.8,Operativa ,Corte de energía externo,235.0
PAR-005954,pc-eq-06,2027-11-18,17:00,2.8,Correctiva ,Falla mecánica - desgaste de componente,5566.0
PAR-004818, PC-EQ-04,14/01/2025,13:00,7.3,PREVENTIVA,Mantenimiento programado (plan anual),15596.0
PAR-005249, PC-EQ-05,2024-11-11,03:00,1.7,Operativa,Corte de energía externo,746.0
PAR-004421,PC-EQ-03	,2024-02-18,01:00,5.2,Preventiva,Mantenimiento programado (plan anual),6164.0
PAR-005160,PC-EQ-05 ,2024-01-14,06:00,13.8,Correctiva,Atoro de mineral / obstrucción,21860.0
PAR-007259,PC-EQ-10	,18/12/2027,16:00,6.9,PREVENTIVA,Mantenimiento programado (plan anual),5605.0
PAR-006015,PC-EQ-07	,2024-11-15,12:00,7.3,Preventiva ,Mantenimiento programado (plan anual),8775.0
PAR-004526,PC-EQ-03,2025-09-08,15:00,8.0,PREVENTIVA,Mantenimiento programado (plan anual),
PAR-007109,PC-EQ-10	,2026-04-26,11:00,8.6,Preventiva ,,6917.0
PAR-006233, PC-EQ-08,2024-01-04,14:00,7.1,Correctiva ,Atoro de mineral / obstrucción,13118.0
PAR-006124,PC-EQ-07	,2026-07-27,03:00,8.1,Preventiva ,Mantenimiento programado (plan anual),14886.0
PAR-006930,PCEQ10,2024-06-20,05:00,5.9,PREVENTIVA,Mantenimiento programado (plan anual),9728.0
PAR-006131,PCEQ07,03/09/2026,04:00,6.2,Preventiva ,,9843.0
PAR-006585,PC-EQ-08	,2027-11-06,04:00,1.8,Operativa,Condiciones climáticas adversas,373.0
PAR-006859,PC_EQ_09,09/09/2027,15:00,0.5,CORRECTIVA,Falla de lubricación,871.0
PAR-006811, PC-EQ-09,2026-12-27,18:00,0.5,Correctiva,Atoro de mineral / obstrucción,437.0
PAR-004789,PC-EQ-04,2024-10-25,16:00,2.8,Operativa,Falta de mineral en cancha,1484.0
PAR-004733,PC_EQ_04,2024-05-10,00:00,11.0,Correctiva,Atoro de mineral / obstrucción,20066.0
PAR-005499,PC-EQ-05	,25/11/2026,17:00,1.7,OPERATIVA,Condiciones climáticas adversas,798.0
PAR-006836,PCEQ09,2027-05-26,05:00,0.9, operativa,Corte de energía externo,
PAR-005233,PC-EQ-05	,2024-09-18,06:00,4.4,Preventiva,Mantenimiento programado (plan anual),6650.0
PAR-004475,PC-EQ-03,2025-01-02,19:00,2.8,Operativa,Corte de energía externo,743.0
PAR-004031,pc-eq-01,2027-11-03,11:00,1.3,Operativa,Corte de energía externo,425.0
PAR-006275,PC-EQ-08	,2024-06-25,17:00,0.7, operativa,Condiciones climáticas adversas,387.0
PAR-003953,PCEQ01,2027-01-18,15:00,2.9,Operativa,Corte de energía externo,792.0
PAR-004435,pc-eq-03,2024-05-07,13:00,1.9,Operativa ,Espera de insumos (reactivos/bolas de molienda),856.0
PAR-004711, PC-EQ-04,2024-03-15,15:00,5.7, preventiva,Mantenimiento programado (plan anual),7658.0
PAR-006296,PC-EQ-08 ,2024-09-21,21:00,1.9,Operativa ,Corte de energía externo,856.0
PAR-006648,PC_EQ_09,2024-11-20,13:00,2.0,CORRECTIVA,Rotura de faja/correa,4131.0
PAR-006567,PC-EQ-08	,2027-09-02,03:00,2.4,CORRECTIVA,Falla mecánica - desgaste de componente,2972.0
PAR-005717,PC-EQ-06 ,10/03/2025,02:00,19.0,CORRECTIVA,,15380.0
PAR-005835, PC-EQ-06,2026-06-29,03:00,14.4,Correctiva,Falla eléctrica - motor/tablero,28386.0
PAR-003701,pc-eq-01,2024-04-12,08:00,5.8,Preventiva ,Mantenimiento programado (plan anual),9855.0
PAR-006754,PC-EQ-09,16/04/2026,06:00,7.8,Preventiva,Mantenimiento programado (plan anual),16840.0
PAR-005127,PC-EQ-04,2027-09-20,13:00,4.6, preventiva,Mantenimiento programado (plan anual),3781.0
PAR-005864, PC-EQ-06,2026-11-12,11:00,3.5,CORRECTIVA,Falla mecánica - desgaste de componente,4480.0
PAR-005035,PCEQ04,13/11/2026,00:00,20.0,Correctiva,,24463.0
PAR-007216,PC-EQ-10	,29/06/2027,16:00,1.5, correctiva,Atoro de mineral / obstrucción,3116.0
PAR-006657,PC_EQ_09,2025-01-09,20:00,1.4,OPERATIVA,Espera de insumos (reactivos/bolas de molienda),408.0
PAR-005727,PC-EQ-06,2025-04-13,19:00,2.8,Operativa ,Espera de insumos (reactivos/bolas de molienda),1263.0
PAR-005459, PC-EQ-05,19/07/2026,10:00,2.8,CORRECTIVA,Rotura de faja/correa,6137.0
PAR-007031,PC-EQ-10	,2025-07-02,01:00,1.3, correctiva,Falla eléctrica - motor/tablero,2605.0
PAR-005166,PC_EQ_05,2024-02-07,00:00,20.0,Correctiva,Atoro de mineral / obstrucción,25564.0
PAR-003712,PC-EQ-01	,2024-06-06,13:00,5.7, preventiva,Mantenimiento programado (plan anual),6472.0
PAR-006651,PC-EQ-09	,02/12/2024,18:00,0.5, correctiva,Falla de lubricación,951.0
PAR-005432,PC-EQ-05,2026-05-01,10:00,2.0,Correctiva,Falla mecánica - desgaste de componente,3389.0
PAR-006239,PC_EQ_08,28/01/2024,04:00,18.3,Correctiva ,,27324.0
PAR-006533, PC-EQ-08,2027-03-27,02:00,20.0,Correctiva,Falla de lubricación,22539.0
PAR-006586,PCEQ08,2027-11-07,05:00,11.1, correctiva,Falla mecánica - desgaste de componente,9411.0
PAR-005642,PCEQ06,22/03/2024,13:00,8.6,CORRECTIVA,Rotura de faja/correa,7396.0
PAR-006311,PC-EQ-08	,2024-11-21,01:00,20.0,CORRECTIVA,Rotura de faja/correa,24623.0
PAR-004022,PC-EQ-01	,13/09/2027,10:00,4.0,CORRECTIVA,Falla eléctrica - motor/tablero,3223.0
PAR-005345, PC-EQ-05,2025-09-15,06:00,13.9,Correctiva ,,25006.0
PAR-004816,pc-eq-04,11/01/2025,03:00,18.5, correctiva,Atoro de mineral / obstrucción,19563.0
PAR-007200,pc-eq-10,2027-04-20,17:00,5.4,PREVENTIVA,Mantenimiento programado (plan anual),6925.0
PAR-005946, PC-EQ-06,2027-10-09,07:00,1.1,Operativa,Corte de energÃ­a externo,577.0
PAR-005960, PC-EQ-06,2027-12-05,00:00,3.0,Correctiva,Falla de lubricación,2575.0
PAR-003777,PC-EQ-01	,23/02/2025,06:00,1.4,Operativa ,Condiciones climáticas adversas,686.0
PAR-005031,PC-EQ-04 ,2026-11-07,21:00,0.7,OPERATIVA,Condiciones climáticas adversas,391.0
PAR-007010, PC-EQ-10,2025-04-18,06:00,13.6, correctiva,Rotura de faja/correa,29713.0
PAR-005776,PC_EQ_06,29/10/2025,07:00,10.8,CORRECTIVA,Atoro de mineral / obstrucción,19161.0
