fecha,precio_cu_usd_lb,precio_zn_usd_lb,precio_ag_usd_oz,tipo_cambio_pen_usd
2027-03-10,4.256,1.321,27.672,3.7661
2027-03-11,4.257,1.318,27.707,3.7623
2027-03-12,4.226,1.322,27.705,3.7669
2027-03-13,4.265,1.338,28.008,3.7693
2027-03-14,4.286,1.349,27.806,3.7664
2027-03-15,4.245,1.337,27.909,3.7729
2027-03-16,4.221,1.342,28.03,3.7711
2027-03-17,4.212,1.337,28.088,3.7712
2027-03-18,4.191,1.33,28.183,3.7679
2027-03-19,4.211,1.326,28.433,3.7636
2027-03-20,4.206,1.337,28.327,3.7606
2027-03-21,4.205,1.334,28.235,3.761
2027-03-22,4.245,1.328,28.023,3.76
2027-03-23,4.229,1.327,27.776,3.7618
2027-03-24,4.23,1.323,27.826,3.7605
2027-03-25,4.234,1.329,27.704,3.7611
2027-03-26,4.235,1.322,27.587,3.7567
2027-03-27,4.277,1.336,27.736,3.7575
2027-03-28,4.254,1.348,27.425,3.7568
2027-03-29,4.243,1.357,27.368,3.7623
2027-03-30,4.237,1.363,27.412,3.7602
2027-03-31,4.208,1.354,27.553,3.763
2027-04-01,4.224,1.356,27.504,3.7677
2027-04-02,4.227,1.362,27.784,3.7644
2027-04-03,4.215,1.37,27.889,3.7596
2027-04-04,4.237,1.368,28.026,3.7578
2027-04-05,4.247,1.366,28.002,3.759
2027-04-06,4.235,1.376,28.081,3.7591
2027-04-07,4.247,1.37,27.999,3.7559
2027-04-08,4.259,1.391,27.944,3.7537
2027-04-09,4.196,1.398,28.009,3.7509
2027-04-10,4.221,1.396,27.895,3.7477
2027-04-11,4.217,1.388,27.853,3.7466
2027-04-12,4.255,1.4,28.083,3.7465
2027-04-13,4.264,1.4,28.061,3.7466
2027-04-14,4.276,1.4,27.921,3.7447
2027-04-15,4.269,1.4,28.459,3.7466
2027-04-16,4.254,1.396,28.365,3.7409
2027-04-17,4.254,1.37,28.718,3.7366
2027-04-18,4.266,1.378,28.784,3.7391
2027-04-19,4.266,1.376,28.718,3.7386
2027-04-20,4.235,1.38,28.365,3.7414
2027-04-21,4.216,1.381,27.954,3.7423
2027-04-22,4.232,1.374,27.903,3.7467
2027-04-23,4.186,1.364,27.893,3.7471
2027-04-24,4.192,1.364,27.943,3.7448
2027-04-25,4.189,1.366,27.62,3.7399
2027-04-26,4.175,1.367,27.56,3.7361
2027-04-27,4.17,1.362,27.842,3.7393
2027-04-28,4.156,1.354,27.904,3.7359
2027-04-29,4.153,1.355,27.89,3.7357
2027-04-30,4.124,1.364,27.609,3.7324
2027-05-01,4.125,1.362,27.695,3.7317
2027-05-02,4.113,1.364,27.895,3.7321
2027-05-03,4.119,1.363,27.845,3.7348
2027-05-04,4.096,1.352,27.727,3.7394
2027-05-05,4.089,1.353,27.604,3.7374
2027-05-06,4.11,1.352,27.651,3.741
2027-05-07,4.112,1.35,27.829,3.7343
2027-05-08,4.081,1.352,27.989,3.7347
2027-05-09,4.082,1.374,27.895,3.7351
2027-05-10,4.082,1.374,27.794,3.7293
2027-05-11,4.08,1.379,27.728,3.7291
2027-05-12,4.09,1.366,27.429,3.7264
2027-05-13,4.089,1.364,27.249,3.7235
2027-05-14,4.104,1.376,26.972,3.7219
2027-05-15,4.118,1.382,26.761,3.7214
2027-05-16,4.122,1.371,26.649,3.7226
2027-05-17,4.138,1.371,26.733,3.7247
2027-05-18,4.153,1.378,26.842,3.7253
2027-05-19,4.172,1.383,26.802,3.7248
2027-05-20,4.133,1.375,26.948,3.7242
2027-05-21,4.155,1.378,26.877,3.7253
2027-05-22,4.186,1.384,27.052,3.7296
2027-05-23,4.202,1.384,27.214,3.7225
2027-05-24,4.18,1.381,27.054,3.7219
2027-05-25,4.189,1.389,26.957,3.72
2027-05-26,4.187,1.4,26.772,3.714
2027-05-27,4.149,1.391,26.59,3.7129
2027-05-28,4.151,1.4,26.535,3.71
2027-05-29,4.177,1.4,26.432,3.7053
2027-05-30,4.154,1.4,26.329,3.7031
2027-05-31,4.134,1.4,26.448,3.7075
2027-06-01,4.151,1.4,26.43,3.7075
2027-06-02,4.156,1.399,26.511,3.704
2027-06-03,4.166,1.4,26.38,3.7011
2027-06-04,4.195,1.396,26.337,3.6971
2027-06-05,4.191,1.4,26.237,3.7012
2027-06-06,4.174,1.39,26.242,3.7057
2027-06-07,4.161,1.4,26.083,3.7033
2027-06-08,4.134,1.392,26.033,3.7029
2027-06-09,4.144,1.384,25.994,3.7027
2027-06-10,4.136,1.372,25.918,3.7055
2027-06-11,4.106,1.368,25.954,3.7073
2027-06-12,4.095,1.372,26.19,3.7077
2027-06-13,4.114,1.359,26.444,3.706
2027-06-14,4.116,1.35,26.434,3.7042
2027-06-15,4.119,1.349,26.362,3.7026
2027-06-16,4.128,1.347,26.574,3.7017
2027-06-17,4.141,1.365,26.394,3.7009
2027-06-18,4.146,1.38,26.044,3.6985
2027-06-19,4.141,1.382,25.916,3.7014
2027-06-20,4.19,1.4,25.601,3.702
2027-06-21,4.159,1.394,25.431,3.7003
2027-06-22,4.156,1.383,25.269,3.7035
2027-06-23,4.15,1.393,25.021,3.7057
2027-06-24,4.088,1.384,24.922,3.7101
2027-06-25,4.095,1.378,25.028,3.7103
2027-06-26,4.106,1.381,24.951,3.7105
2027-06-27,4.132,1.39,24.953,3.7156
2027-06-28,4.138,1.391,24.995,3.72
2027-06-29,4.156,1.398,24.854,3.7211
2027-06-30,4.156,1.397,24.925,3.7219
2027-07-01,4.169,1.4,25.22,3.7173
2027-07-02,4.148,1.4,25.107,3.7158
2027-07-03,4.144,1.396,25.019,3.7131
2027-07-04,4.148,1.4,24.766,3.7102
2027-07-05,4.155,1.4,24.745,3.7095
2027-07-06,4.122,1.397,24.753,3.706
2027-07-07,4.137,1.4,24.821,3.7041
2027-07-08,4.142,1.397,24.982,3.7022
2027-07-09,4.112,1.4,24.826,3.7012
2027-07-10,4.111,1.388,24.913,3.6985
2027-07-11,4.122,1.387,24.858,3.6987
2027-07-12,4.114,1.382,24.955,3.7032
2027-07-13,4.093,1.385,25.149,3.7073
2027-07-14,4.093,1.389,25.222,3.7088
2027-07-15,4.066,1.39,25.31,3.7101
2027-07-16,4.073,1.4,25.361,3.7102
2027-07-17,4.048,1.387,25.149,3.7036
2027-07-18,4.037,1.384,25.1,3.7108
2027-07-19,4.054,1.378,25.364,3.7094
2027-07-20,4.091,1.377,25.335,3.7074
2027-07-21,4.112,1.391,25.288,3.7079
2027-07-22,4.096,1.395,25.342,3.709
2027-07-23,4.072,1.4,25.164,3.7138
2027-07-24,4.072,1.396,24.917,3.71
2027-07-25,4.124,1.397,24.702,3.7083
2027-07-26,4.099,1.4,24.459,3.7074
2027-07-27,4.082,1.4,24.345,3.7087
2027-07-28,4.102,1.394,24.237,3.7095
2027-07-29,4.098,1.382,23.85,3.7066
2027-07-30,4.13,1.375,24.074,3.7038
2027-07-31,4.153,1.364,24.092,3.7025
2027-08-01,4.169,1.368,24.278,3.7012
2027-08-02,4.138,1.362,24.339,3.7033
2027-08-03,4.1,1.355,24.402,3.7049
2027-08-04,4.11,1.356,24.172,3.7051
2027-08-05,4.099,1.356,24.017,3.7089
2027-08-06,4.111,1.375,24.127,3.7119
2027-08-07,4.113,1.383,24.005,3.7177
2027-08-08,4.104,1.389,23.666,3.7209
2027-08-09,4.135,1.395,23.683,3.7224
2027-08-10,4.11,1.4,23.622,3.7231
2027-08-11,4.086,1.382,23.533,3.7221
2027-08-12,4.073,1.387,23.429,3.7238
2027-08-13,4.064,1.395,23.518,3.7251
2027-08-14,4.079,1.39,23.59,3.7251
2027-08-15,4.056,1.392,23.611,3.7273
2027-08-16,4.046,1.382,23.539,3.7215
2027-08-17,4.091,1.373,23.625,3.7227
2027-08-18,4.094,1.376,23.815,3.7295
2027-08-19,4.113,1.373,23.72,3.7229
2027-08-20,4.154,1.369,23.791,3.7231
2027-08-21,4.164,1.366,23.859,3.7276
2027-08-22,4.147,1.375,23.765,3.7267
2027-08-23,4.15,1.369,23.685,3.7289
2027-08-24,4.15,1.366,23.68,3.7303
2027-08-25,4.154,1.373,23.695,3.7283
2027-08-26,4.132,1.36,23.787,3.7286
2027-08-27,4.133,1.359,23.941,3.729
2027-08-28,4.115,1.344,24.039,3.7236
2027-08-29,4.134,1.333,24.395,3.7255
2027-08-30,4.17,1.328,24.349,3.7228
2027-08-31,4.168,1.327,24.571,3.72
2027-09-01,4.173,1.334,24.754,3.7167
2027-09-02,4.192,1.33,24.82,3.7195
2027-09-03,4.184,1.339,24.661,3.7232
2027-09-04,4.182,1.322,24.445,3.7282
2027-09-05,4.183,1.312,24.533,3.7335
2027-09-06,4.216,1.305,24.55,3.7357
2027-09-07,4.219,1.316,24.607,3.7395
2027-09-08,4.202,1.317,24.449,3.7405
2027-09-09,4.213,1.289,24.326,3.7384
2027-09-10,4.214,1.283,24.419,3.7359
2027-09-11,4.203,1.293,24.192,3.7369
2027-09-12,4.2,1.295,24.123,3.7412
2027-09-13,4.193,1.292,24.291,3.7422
2027-09-14,4.198,1.296,24.258,3.7454
2027-09-15,4.186,1.284,24.067,3.7449
2027-09-16,4.165,1.3,24.158,3.7437
2027-09-17,4.145,1.302,24.164,3.7479
2027-09-18,4.17,1.295,24.071,3.7477
2027-09-19,4.159,1.297,24.095,3.7419
2027-09-20,4.164,1.289,24.209,3.7396
2027-09-21,4.16,1.3,24.135,3.7401
2027-09-22,4.156,1.311,24.347,3.7431
2027-09-23,4.149,1.318,24.382,3.7462
2027-09-24,4.145,1.326,24.119,3.7492
2027-09-25,4.118,1.316,24.075,3.7533
2027-09-26,4.102,1.307,23.959,3.7511
2027-09-27,4.121,1.296,23.891,3.7544
2027-09-28,4.16,1.31,23.709,3.754
2027-09-29,4.132,1.299,23.542,3.7479
2027-09-30,4.126,1.302,23.492,3.7432
2027-10-01,4.13,1.307,23.549,3.7438
2027-10-02,4.101,1.303,23.553,3.747
2027-10-03,4.106,1.287,23.55,3.7444
2027-10-04,4.121,1.29,23.624,3.7468
2027-10-05,4.109,1.293,23.482,3.7447
2027-10-06,4.113,1.274,23.268,3.7446
2027-10-07,4.112,1.286,23.094,3.7454
2027-10-08,4.085,1.291,23.171,3.7399
2027-10-09,4.079,1.299,23.129,3.7382
2027-10-10,4.105,1.296,22.892,3.7387
2027-10-11,4.087,1.298,22.881,3.7391
2027-10-12,4.067,1.291,22.751,3.7415
2027-10-13,4.092,1.292,22.627,3.7416
2027-10-14,4.112,1.289,22.671,3.7426
2027-10-15,4.083,1.302,22.812,3.7468
2027-10-16,4.1,1.313,22.577,3.7453
2027-10-17,4.112,1.313,22.654,3.7465
2027-10-18,4.13,1.315,22.547,3.7522
2027-10-19,4.127,1.31,22.687,3.7518
2027-10-20,4.113,1.323,22.658,3.7551
2027-10-21,4.109,1.34,22.555,3.7484
2027-10-22,4.102,1.333,22.453,3.7453
2027-10-23,4.096,1.329,22.27,3.7449
2027-10-24,4.097,1.322,22.153,3.7473
2027-10-25,4.092,1.317,22.163,3.751
2027-10-26,4.088,1.308,22.14,3.7505
2027-10-27,4.065,1.307,22.0,3.7526
2027-10-28,4.086,1.304,22.0,3.7495
2027-10-29,4.087,1.306,22.09,3.7527
2027-10-30,4.088,1.308,22.0,3.7521
2027-10-31,4.065,1.307,22.048,3.7482
2027-11-01,4.088,1.297,22.0,3.7485
2027-11-02,4.098,1.292,22.0,3.75
2027-11-03,4.128,1.288,22.057,3.748
2027-11-04,4.104,1.3,22.345,3.7441
2027-11-05,4.108,1.31,22.319,3.7421
2027-11-06,4.09,1.314,22.143,3.7436
2027-11-07,4.082,1.324,22.0,3.7448
2027-11-08,4.087,1.327,22.013,3.7433
2027-11-09,4.09,1.322,22.0,3.7424
2027-11-10,4.109,1.328,22.102,3.7425
2027-11-11,4.105,1.31,22.054,3.7429
2027-11-12,4.107,1.328,22.0,3.7405
2027-11-13,4.086,1.34,22.107,3.7416
2027-11-14,4.09,1.343,22.0,3.7448
2027-11-15,4.097,1.361,22.0,3.7453
2027-11-16,4.133,1.375,22.0,3.7399
2027-11-17,4.166,1.376,22.0,3.7471
2027-11-18,4.152,1.378,22.225,3.7426
2027-11-19,4.125,1.391,22.14,3.7376
2027-11-20,4.129,1.387,22.092,3.7397
2027-11-21,4.126,1.386,22.254,3.7395
2027-11-22,4.111,1.398,22.299,3.7412
2027-11-23,4.116,1.397,22.114,3.7398
2027-11-24,4.125,1.391,22.102,3.7389
2027-11-25,4.129,1.4,22.333,3.7366
2027-11-26,4.118,1.385,22.266,3.7296
2027-11-27,4.129,1.377,22.424,3.7347
2027-11-28,4.135,1.364,22.308,3.7369
2027-11-29,4.15,1.365,22.238,3.7448
2027-11-30,4.154,1.354,22.371,3.7455
2027-12-01,4.163,1.358,22.36,3.7501
2027-12-02,4.14,1.364,22.188,3.747
2027-12-03,4.15,1.349,22.0,3.7446
2027-12-04,4.146,1.34,22.04,3.7481
2027-12-05,4.19,1.345,22.0,3.7438
2027-12-06,4.175,1.349,22.0,3.7397
2027-12-07,4.201,1.357,22.157,3.7391
2027-12-08,4.205,1.349,22.08,3.7437
2027-12-09,4.191,1.35,22.0,3.7436
2027-12-10,4.222,1.336,22.143,3.7457
2027-12-11,4.241,1.345,22.168,3.743
2027-12-12,4.231,1.353,22.099,3.7404
2027-12-13,4.225,1.344,22.0,3.74
2027-12-14,4.222,1.346,22.0,3.7455
2027-12-15,4.22,1.335,22.0,3.7473
2027-12-16,4.204,1.336,22.0,3.7451
2027-12-17,4.189,1.334,22.032,3.745
2027-12-18,4.168,1.334,22.0,3.7512
2027-12-19,4.156,1.335,22.027,3.7488
2027-12-20,4.131,1.335,22.127,3.7526
2027-12-21,4.129,1.336,22.082,3.7545
2027-12-22,4.109,1.35,22.217,3.7533
2027-12-23,4.098,1.356,22.524,3.7541
2027-12-24,4.084,1.361,22.4,3.7539
2027-12-25,4.075,1.359,22.3,3.7555
2027-12-26,4.057,1.346,22.51,3.7552
2027-12-27,4.043,1.35,22.365,3.7594
2027-12-28,4.066,1.343,22.125,3.7641
2027-12-29,4.05,1.336,22.084,3.7672
2027-12-30,4.075,1.339,22.0,3.769
2027-12-31,4.044,1.343,22.0,3.7688
