parada_id,equipo_id,fecha,hora_inicio_aprox,duracion_horas,tipo_parada,causa,costo_estimado_soles,planta
PAR-004806,PC-EQ-04	,2024-12-14,00:00:00,20.0, correctiva,Falla eléctrica - motor/tablero,18940.0,PC
PAR-004306,PC_EQ_02,2026-10-31,01:00:00,20.0,Correctiva ,Rotura de faja/correa,37949.0,PC
PAR-006618,PC-EQ-09 ,2024-05-28,04:00:00,3.6,Correctiva ,Atoro de mineral / obstrucción,6425.0,PC
PAR-003877,PC-EQ-01	,2026-03-24,15:00:00,1.3,OPERATIVA,,564.0,PC
PAR-007126,PCEQ10,2026-06-22,00:00:00,15.9,Correctiva ,Atoro de mineral / obstrucciÃ³n,19775.0,PC
PAR-003848, PC-EQ-01,2025-12-23,09:00:00,3.8,Correctiva ,Atoro de mineral / obstrucción,5644.0,PC
PAR-004184,PCEQ02,2025-07-31,04:00:00,3.7,Correctiva,Atoro de mineral / obstrucción,3994.0,PC
PAR-004018,PC-EQ-01	,2027-09-01,15:00:00,7.9,Correctiva ,Falla de lubricación,12152.0,PC
PAR-004140,PCEQ02,2025-01-22,12:00:00,1.8, operativa,Espera de insumos (reactivos/bolas de molienda),406.0,PC
PAR-006606,PCEQ09,2024-03-02,01:00:00,6.5,Preventiva ,Mantenimiento programado (plan anual),10858.0,PC
PAR-003921,PC-EQ-01,2026-09-24,07:00:00,2.1,CORRECTIVA,Falla mecánica - desgaste de componente,4464.0,PC
PAR-005392,pc-eq-05,2026-02-03,03:00:00,9.2,Correctiva,Falla de lubricación,11828.0,PC
PAR-006063,PC-EQ-07 ,2025-08-20,03:00:00,5.2, preventiva,Mantenimiento programado (plan anual),6941.0,PC
PAR-003776,PC-EQ-01	,2025-02-22,04:00:00,18.3, correctiva,Falla mecánica - desgaste de componente,26938.0,PC
PAR-004715,PC-EQ-04,2024-03-31,02:00:00,1.9,Operativa,Espera de insumos (reactivos/bolas de molienda),977.0,PC
PAR-004540,PC-EQ-03 ,2025-11-12,13:00:00,2.9, operativa,Falta de mineral en cancha,1553.0,PC
PAR-004512, PC-EQ-03,2025-07-03,16:00:00,6.0, correctiva,Falla mecánica - desgaste de componente,7651.0,PC
PAR-006165,PC_EQ_07,2027-02-09,04:00:00,8.0,Preventiva,Mantenimiento programado (plan anual),10629.0,PC
PAR-006134,PC_EQ_07,2026-09-13,11:00:00,1.9,OPERATIVA,Espera de insumos (reactivos/bolas de molienda),855.0,PC
PAR-004521,PC-EQ-03 ,2025-08-14,05:00:00,0.5,Correctiva,Atoro de mineral / obstrucción,981.0,PC
PAR-003922, PC-EQ-01,2026-09-26,19:00:00,0.9,OPERATIVA,Condiciones climáticas adversas,289.0,PC
PAR-004373,PC-EQ-02,2027-08-08,09:00:00,2.1,Correctiva ,Rotura de faja/correa,1973.0,PC
PAR-004779,PCEQ04,2024-09-20,06:00:00,16.2,CORRECTIVA,Falla mecánica - desgaste de componente,27829.0,PC
PAR-005364,pc-eq-05,2025-11-17,07:00:00,1.1,Operativa ,Corte de energía externo,642.0,PC
PAR-006873,pc-eq-09,2027-11-20,15:00:00,2.3,Operativa ,Falta de mineral en cancha,1154.0,PC
PAR-005875, PC-EQ-06,2026-12-23,03:00:00,2.8,Correctiva,Rotura de faja/correa,2584.0,PC
PAR-004809,PC-EQ-04,2024-12-23,00:00:00,0.5,Operativa ,Falta de mineral en cancha,257.0,PC
PAR-006589,PC-EQ-08 ,2027-11-12,10:00:00,5.2,Correctiva,Atoro de mineral / obstrucción,9278.0,PC
PAR-005460,PCEQ05,2026-07-24,19:00:00,2.2,Operativa,Corte de energía externo,841.0,PC
PAR-004660,PC-EQ-03,2027-07-26,06:00:00,6.7,Preventiva,Mantenimiento programado (plan anual),13078.0,PC
PAR-006026,PCEQ07,2025-01-19,11:00:00,0.9,Correctiva,Rotura de faja/correa,1295.0,PC
PAR-004952,PC-EQ-04,2026-04-05,21:00:00,0.7, operativa,Falta de mineral en cancha,357.0,PC
PAR-005479,PC-EQ-05 ,2026-09-27,04:00:00,5.0,Correctiva,Falla eléctrica - motor/tablero,5827.0,PC
PAR-005659,PC-EQ-06	,2024-06-01,11:00:00,3.2, correctiva,Rotura de faja/correa,5823.0,PC
PAR-005549,PCEQ05,2027-05-13,15:00:00,7.6, preventiva,Mantenimiento programado (plan anual),15448.0,PC
PAR-004256,PC-EQ-02 ,2026-04-22,01:00:00,2.3,Operativa ,Espera de insumos (reactivos/bolas de molienda),545.0,PC
PAR-004189,PCEQ02,2025-08-13,10:00:00,1.7,Operativa ,Corte de energía externo,775.0,PC
PAR-005451, PC-EQ-05,2026-06-23,00:00:00,8.6,Preventiva ,Mantenimiento programado (plan anual),12450.0,PC
PAR-005815,PC_EQ_06,2026-04-07,03:00:00,2.0,Operativa ,Corte de energía externo,562.0,PC
PAR-006793,PC_EQ_09,2026-10-01,08:00:00,2.9, correctiva,Atoro de mineral / obstrucción,4375.0,PC
PAR-005540, PC-EQ-05,2027-04-24,02:00:00,9.5,Correctiva ,Falla de lubricación,12402.0,PC
PAR-004538,PC-EQ-03 ,2025-11-11,15:00:00,6.2,Preventiva ,Mantenimiento programado (plan anual),8637.0,PC
PAR-005272,PCEQ05,2025-01-16,09:00:00,2.6,Operativa,Falta de mineral en cancha,713.0,PC
PAR-004529,PCEQ03,2025-10-04,11:00:00,1.6,OPERATIVA,Espera de insumos (reactivos/bolas de molienda),517.0,PC
PAR-005715,PC-EQ-06,2025-03-01,12:00:00,6.6, correctiva,Falla mecánica - desgaste de componente,7152.0,PC
PAR-003853,PC-EQ-01	,2026-01-14,19:00:00,0.8,Operativa,Corte de energía externo,288.0,PC
PAR-005450,PC-EQ-05 ,2026-06-21,22:00:00,1.0,Correctiva,Falla eléctrica - motor/tablero,1622.0,PC
PAR-007241,PC_EQ_10,2027-10-17,09:00:00,6.5, preventiva,Mantenimiento programado (plan anual),10152.0,PC
PAR-004632,PC-EQ-03	,2027-02-02,10:00:00,7.9,PREVENTIVA,Mantenimiento programado (plan anual),13561.0,PC
PAR-005650,PC-EQ-06	,2024-04-28,04:00:00,5.3,Preventiva,Mantenimiento programado (plan anual),7594.0,PC
PAR-005012, PC-EQ-04,2026-09-23,14:00:00,0.9,Operativa ,Corte de energía externo,285.0,PC
PAR-005982,PC_EQ_07,2024-04-24,15:00:00,7.0,Preventiva,Mantenimiento programado (plan anual),6360.0,PC
PAR-006497,PC_EQ_08,2026-11-13,12:00:00,1.9,OPERATIVA,Falta de mineral en cancha,790.0,PC
PAR-003973,PC-EQ-01 ,2027-04-05,04:00:00,8.0, preventiva,Mantenimiento programado (plan anual),8074.0,PC
PAR-006151,PC_EQ_07,2026-12-20,04:00:00,9.0,Preventiva,Mantenimiento programado (plan anual),15387.0,PC
PAR-007153,pc-eq-10,2026-10-04,20:00:00,1.9,Correctiva ,Atoro de mineral / obstrucción,2783.0,PC
PAR-005161,PC_EQ_05,2024-01-15,15:00:00,8.0,Preventiva,Mantenimiento programado (plan anual),9547.0,PC
PAR-003935, PC-EQ-01,2026-11-08,01:00:00,7.3, preventiva,,15812.0,PC
PAR-005060,PC-EQ-04,2027-03-04,03:00:00,20.0,Correctiva ,Falla de lubricación,35231.0,PC
PAR-004661,PCEQ03,2027-08-01,07:00:00,2.0,OPERATIVA,Falta de mineral en cancha,1144.0,PC
PAR-006559,PC-EQ-08	,2027-07-31,00:00:00,0.8, operativa,Condiciones climáticas adversas,305.0,PC
PAR-004925,PC-EQ-04	,2025-12-30,14:00:00,4.8,Correctiva ,Falla eléctrica - motor/tablero,5860.0,PC
PAR-006819,PC_EQ_09,2027-02-14,13:00:00,6.1,Correctiva,Falla de lubricación,13019.0,PC
PAR-005258, PC-EQ-05,2024-12-09,00:00:00,8.4,Correctiva,Falla mecánica - desgaste de componente,11284.0,PC
PAR-006837,PCEQ09,2027-05-27,19:00:00,2.9,Correctiva,Atoro de mineral / obstrucción,5556.0,PC
PAR-007061,PC_EQ_10,2025-10-11,08:00:00,0.5,Correctiva ,Atoro de mineral / obstrucción,1066.0,PC
PAR-003868,PC_EQ_01,2026-02-26,02:00:00,2.9,Operativa,Espera de insumos (reactivos/bolas de molienda),1210.0,PC
PAR-007261,PC-EQ-10	,2027-12-25,03:00:00,4.2,Correctiva,Atoro de mineral / obstrucción,5864.0,PC
PAR-007215, PC-EQ-10,2027-06-26,12:00:00,8.3,Preventiva ,Mantenimiento programado (plan anual),16903.0,PC
PAR-006839,PC-EQ-09 ,2027-06-03,20:00:00,2.3,Correctiva,Falla mecánica - desgaste de componente,2476.0,PC
PAR-004556,PC_EQ_03,2026-01-06,12:00:00,1.8, operativa,Condiciones climáticas adversas,542.0,PC
PAR-003715,PC-EQ-01 ,2024-06-21,10:00:00,5.6, preventiva,Mantenimiento programado (plan anual),9959.0,PC
PAR-006160,pc-eq-07,2027-01-20,10:00:00,8.6,Preventiva,Mantenimiento programado (plan anual),14547.0,PC
PAR-004697,PC_EQ_04,2024-01-28,07:00:00,6.1,Preventiva,Mantenimiento programado (plan anual),9382.0,PC
PAR-004004,pc-eq-01,2027-07-29,14:00:00,2.6,OPERATIVA,Falta de mineral en cancha,817.0,PC
PAR-004284,PC-EQ-02 ,2026-08-23,13:00:00,4.0,PREVENTIVA,Mantenimiento programado (plan anual),3934.0,PC
PAR-006613, PC-EQ-09,2024-05-04,21:00:00,0.6, correctiva,Falla eléctrica - motor/tablero,1085.0,PC
PAR-005279,PCEQ05,2025-02-06,16:00:00,1.8,Operativa ,Condiciones climáticas adversas,696.0,PC
PAR-005446, PC-EQ-05,2026-06-11,03:00:00,20.0, correctiva,Rotura de faja/correa,19655.0,PC
PAR-004866,PC-EQ-04 ,2025-06-25,00:00:00,2.7,Operativa,Corte de energía externo,1010.0,PC
PAR-006383, PC-EQ-08,2025-08-23,04:00:00,1.8,OPERATIVA,Condiciones climáticas adversas,691.0,PC
PAR-006880,PC_EQ_09,2027-12-10,05:00:00,7.6,Correctiva ,Rotura de faja/correa,11746.0,PC
PAR-005711,PC-EQ-06,2025-02-22,13:00:00,5.4,Preventiva,Mantenimiento programado (plan anual),4755.0,PC
PAR-006246, PC-EQ-08,2024-02-26,01:00:00,1.3,Operativa,Condiciones climáticas adversas,483.0,PC
PAR-006070,PC-EQ-07	,2025-09-23,04:00:00,6.9, preventiva,Mantenimiento programado (plan anual),6372.0,PC
PAR-007123,PC-EQ-10,2026-06-06,03:00:00,20.0,Correctiva,,32649.0,PC
PAR-006286,PC-EQ-08,2024-07-25,07:00:00,5.3,PREVENTIVA,Mantenimiento programado (plan anual),4345.0,PC
PAR-005268,pc-eq-05,2024-12-22,09:00:00,1.3,Correctiva ,Falla de lubricación,1370.0,PC
PAR-005603,PCEQ05,2027-11-06,01:00:00,19.5, correctiva,Falla de lubricación,34865.0,PC
PAR-004392,pc-eq-02,2027-10-17,07:00:00,0.7,Operativa,Condiciones climáticas adversas,348.0,PC
PAR-005891,PC-EQ-06	,2027-02-08,17:00:00,1.4,Operativa,Condiciones climÃ¡ticas adversas,612.0,PC
PAR-006984,PC_EQ_10,2025-01-17,04:00:00,0.5,Correctiva,,886.0,PC
PAR-007149,pc-eq-10,2026-09-22,18:00:00,2.5,Correctiva,Rotura de faja/correa,3192.0,PC
PAR-006751,pc-eq-09,2026-04-01,09:00:00,2.6,Correctiva,Falla de lubricación,2912.0,PC
PAR-005873,PC_EQ_06,2026-12-20,03:00:00,6.6,Correctiva,Rotura de faja/correa,9880.0,PC
PAR-004839,pc-eq-04,2025-03-23,07:00:00,0.5,Correctiva ,Falla mecánica - desgaste de componente,444.0,PC
PAR-005581,PC-EQ-05 ,2027-08-28,11:00:00,2.3, operativa,Corte de energía externo,838.0,PC
PAR-004338,PC-EQ-02	,2027-03-16,00:00:00,0.5,Correctiva ,Falla de lubricación,839.0,PC
PAR-005347, PC-EQ-05,2025-09-21,04:00:00,4.6,Correctiva,Atoro de mineral / obstrucción,6413.0,PC
PAR-004493,PC-EQ-03 ,2025-04-03,04:00:00,2.4,CORRECTIVA,Falla mecánica - desgaste de componente,4493.0,PC
PAR-004896,PC-EQ-04 ,2025-09-29,13:00:00,1.7,Correctiva,Rotura de faja/correa,2879.0,PC
PAR-006761,PCEQ09,2026-05-16,10:00:00,-2.8,Operativa,Corte de energía externo,1656.0,PC
PAR-004045,PC-EQ-02	,2024-01-13,06:00:00,9.9,CORRECTIVA,Rotura de faja/correa,15173.0,PC
PAR-006478,PC-EQ-08 ,2026-09-21,10:00:00,4.7, correctiva,Falla eléctrica - motor/tablero,8729.0,PC
PAR-004298,pc-eq-02,2026-10-03,05:00:00,3.0,Correctiva ,Falla de lubricación,5908.0,PC
PAR-003982,PC-EQ-01	,2027-05-11,08:00:00,1.5,Operativa ,Falta de mineral en cancha,356.0,PC
PAR-006956,PC-EQ-10,2024-09-21,02:00:00,14.8, correctiva,,27018.0,PC
PAR-005957,PCEQ06,2027-11-23,11:00:00,8.7,Preventiva,Mantenimiento programado (plan anual),16511.0,PC
PAR-006380,PC-EQ-08 ,2025-08-21,08:00:00,1.6,Operativa,Corte de energía externo,876.0,PC
PAR-003708,PC_EQ_01,2024-05-25,15:00:00,6.3,Correctiva ,Rotura de faja/correa,5742.0,PC
PAR-006796,PC_EQ_09,2026-10-15,06:00:00,11.2,Correctiva,Falla mecánica - desgaste de componente,15355.0,PC
PAR-007100,PC-EQ-10,2026-03-19,14:00:00,4.3,PREVENTIVA,Mantenimiento programado (plan anual),7141.0,PC
PAR-004327, PC-EQ-02,2027-02-09,14:00:00,0.7,Operativa,,344.0,PC
PAR-005958,PCEQ06,2027-11-26,13:00:00,1.1,Operativa ,Condiciones climáticas adversas,532.0,PC
PAR-004385,PC_EQ_02,2027-09-23,01:00:00,8.0, correctiva,Atoro de mineral / obstrucción,10388.0,PC
PAR-005322, PC-EQ-05,2025-07-06,11:00:00,10.5,Correctiva,Falla mecÃ¡nica - desgaste de componente,18636.0,PC
PAR-006942,PC-EQ-10 ,2024-08-10,15:00:00,7.2,CORRECTIVA,Atoro de mineral / obstrucción,11306.0,PC
PAR-003825,pc-eq-01,2025-10-11,00:00:00,4.4,PREVENTIVA,Mantenimiento programado (plan anual),5053.0,PC
PAR-006578,PCEQ08,2027-10-21,16:00:00,6.9, preventiva,Mantenimiento programado (plan anual),7743.0,PC
PAR-006183,PC-EQ-07	,2027-04-21,14:00:00,6.0,PREVENTIVA,Mantenimiento programado (plan anual),11046.0,PC
PAR-004689,PC-EQ-03,2027-12-17,09:00:00,8.9, preventiva,Mantenimiento programado (plan anual),7286.0,PC
PAR-005586, PC-EQ-05,2027-09-11,13:00:00,7.3,Preventiva,Mantenimiento programado (plan anual),14398.0,PC
PAR-003843,pc-eq-01,2025-12-12,16:00:00,3.4,CORRECTIVA,Rotura de faja/correa,6749.0,PC
PAR-005007,PC-EQ-04	,2026-09-12,09:00:00,4.1,Correctiva,,4358.0,PC
PAR-006146,PC-EQ-07 ,2026-11-08,10:00:00,1.7,Operativa ,Corte de energía externo,516.0,PC
PAR-005238,PCEQ05,2024-09-26,03:00:00,20.0, correctiva,Falla mecánica - desgaste de componente,29058.0,PC
PAR-004461,PC_EQ_03,2024-09-29,07:00:00,6.8,PREVENTIVA,Mantenimiento programado (plan anual),8685.0,PC
PAR-006784,pc-eq-09,2026-08-27,10:00:00,4.4,CORRECTIVA,Falla eléctrica - motor/tablero,7944.0,PC
PAR-006121, PC-EQ-07,2026-07-07,13:00:00,1.1,Operativa,Corte de energía externo,362.0,PC
PAR-007203,PC_EQ_10,2027-04-28,21:00:00,1.1,OPERATIVA,Corte de energía externo,611.0,PC
PAR-005623,PC-EQ-06 ,2024-01-04,21:00:00,0.5,Correctiva,Falla mecánica - desgaste de componente,502.0,PC
PAR-004343,PC-EQ-02 ,2027-03-31,10:00:00,6.7,Preventiva,Mantenimiento programado (plan anual),12190.0,PC
PAR-006227,PC-EQ-07	,2027-12-11,05:00:00,17.0,Correctiva,Rotura de faja/correa,23075.0,PC
PAR-004666,PC_EQ_03,2027-08-26,18:00:00,0.6, operativa,Falta de mineral en cancha,312.0,PC
PAR-006303,PC-EQ-08,2024-10-27,02:00:00,20.0,Correctiva,Atoro de mineral / obstrucción,17854.0,PC
PAR-004474,pc-eq-03,2024-12-23,08:00:00,6.9,Preventiva,Mantenimiento programado (plan anual),12999.0,PC
PAR-007048,PCEQ10,2025-09-01,00:00:00,1.2,Correctiva ,Falla de lubricación,2219.0,PC
PAR-006011,PC-EQ-07,2024-10-19,17:00:00,3.0,Correctiva,Falla eléctrica - motor/tablero,2509.0,PC
PAR-005889,PC-EQ-06 ,2027-01-29,14:00:00,1.1,Operativa ,Espera de insumos (reactivos/bolas de molienda),280.0,PC
PAR-006884,PC-EQ-09 ,2027-12-16,07:00:00,2.2,Operativa,Espera de insumos (reactivos/bolas de molienda),870.0,PC
PAR-006247,PC-EQ-08 ,2024-02-28,07:00:00,1.8,CORRECTIVA,Atoro de mineral / obstrucción,2219.0,PC
PAR-007128, PC-EQ-10,2026-06-24,04:00:00,4.1,Correctiva ,Falla mecánica - desgaste de componente,6366.0,PC
PAR-004980, PC-EQ-04,2026-06-26,15:00:00,6.0,CORRECTIVA,Falla de lubricación,10300.0,PC
PAR-005121,PC-EQ-04 ,2027-09-03,00:00:00,20.0, correctiva,Falla eléctrica - motor/tablero,20280.0,PC
PAR-004634,PC-EQ-03 ,2027-02-10,18:00:00,1.8,Correctiva,Rotura de faja/correa,2942.0,PC
PAR-004916,PCEQ04,2025-12-07,05:00:00,0.5, correctiva,Rotura de faja/correa,564.0,PC
PAR-006905,pc-eq-10,2024-03-21,11:00:00,1.2,Operativa,Condiciones climáticas adversas,606.0,PC
PAR-005103,PC-EQ-04 ,2027-07-11,06:00:00,12.2,Correctiva,Rotura de faja/correa,10317.0,PC
PAR-005148, PC-EQ-04,2027-11-29,03:00:00,20.0,Correctiva,Atoro de mineral / obstrucción,31385.0,PC
PAR-007183,PC-EQ-10,2027-01-30,00:00:00,4.8,Correctiva ,Atoro de mineral / obstrucción,4361.0,PC
PAR-004962,PCEQ04,2026-04-28,00:00:00,20.0, correctiva,Falla de lubricación,30638.0,PC
PAR-004838,PCEQ04,2025-03-20,05:00:00,3.4,CORRECTIVA,Falla eléctrica - motor/tablero,4079.0,PC
PAR-004253,PCEQ02,2026-04-12,10:00:00,6.0,Correctiva ,Falla mecánica - desgaste de componente,8201.0,PC
PAR-005375,PC-EQ-05,2025-12-14,01:00:00,1.5,Correctiva,Falla eléctrica - motor/tablero,1373.0,PC
PAR-006526,PC-EQ-08 ,2027-03-03,14:00:00,1.2,Correctiva ,Falla mecánica - desgaste de componente,2552.0,PC
PAR-006421, PC-EQ-08,2026-01-31,17:00:00,4.0,Correctiva,Atoro de mineral / obstrucción,5092.0,PC
PAR-005804,PC-EQ-06,2026-02-26,19:00:00,2.2, correctiva,Rotura de faja/correa,4011.0,PC
PAR-004894,PCEQ04,2025-09-19,15:00:00,7.3, preventiva,Mantenimiento programado (plan anual),9007.0,PC
PAR-005512,PC-EQ-05,2027-01-10,00:00:00,20.0, correctiva,Atoro de mineral / obstrucciÃ³n,35476.0,PC
PAR-006001,PC-EQ-07,2024-09-07,17:00:00,5.4,CORRECTIVA,Rotura de faja/correa,6257.0,PC
PAR-005173,PC-EQ-05 ,2024-03-13,03:00:00,20.0, correctiva,Rotura de faja/correa,27096.0,PC
PAR-004638,PC_EQ_03,2027-03-10,16:00:00,1.0,Operativa ,Espera de insumos (reactivos/bolas de molienda),576.0,PC
PAR-005574,PC-EQ-05	,2027-08-02,09:00:00,1.4,Correctiva,Rotura de faja/correa,1957.0,PC
PAR-004208,PC_EQ_02,2025-11-09,08:00:00,1.8, operativa,Espera de insumos (reactivos/bolas de molienda),601.0,PC
PAR-006854,PCEQ09,2027-08-17,14:00:00,1.5,Operativa,Condiciones climáticas adversas,717.0,PC
PAR-005514,pc-eq-05,2027-01-15,18:00:00,3.1,Correctiva,Falla mecánica - desgaste de componente,,PC
PAR-005026,pc-eq-04,2026-10-30,03:00:00,1.8,Correctiva,Falla eléctrica - motor/tablero,,PC
PAR-003996,PC-EQ-01,2027-07-02,14:00:00,2.2,Operativa ,Condiciones climáticas adversas,881.0,PC
PAR-006496,pc-eq-08,2026-11-11,02:00:00,2.4,Operativa ,Espera de insumos (reactivos/bolas de molienda),748.0,PC
PAR-007147,PCEQ10,2026-09-08,18:00:00,2.4,Correctiva,Atoro de mineral / obstrucción,2675.0,PC
PAR-007092,pc-eq-10,2026-02-25,05:00:00,2.8, correctiva,Rotura de faja/correa,5689.0,PC
PAR-005854,PC-EQ-06 ,2026-09-10,05:00:00,11.6,Correctiva,Falla mecánica - desgaste de componente,20616.0,PC
PAR-006602,PC-EQ-09 ,2024-01-03,02:00:00,3.7,Correctiva,,7218.0,PC
PAR-005562,PCEQ05,2027-06-21,18:00:00,1.1,Correctiva ,Rotura de faja/correa,1048.0,PC
PAR-005950,PC-EQ-06 ,2027-11-01,05:00:00,8.6,PREVENTIVA,Mantenimiento programado (plan anual),18306.0,PC
PAR-004620, PC-EQ-03,2026-11-15,04:00:00,3.5,Correctiva ,Atoro de mineral / obstrucción,3368.0,PC
PAR-006455,PC_EQ_08,2026-06-22,09:00:00,7.5, correctiva,Rotura de faja/correa,13435.0,PC
PAR-006900,PC-EQ-10,2024-03-08,09:00:00,2.6,Operativa,Falta de mineral en cancha,1143.0,PC
PAR-004767,PC-EQ-04	,2024-08-18,01:00:00,1.0,Correctiva,Rotura de faja/correa,1376.0,PC
PAR-004990, PC-EQ-04,2026-07-22,02:00:00,6.3, preventiva,Mantenimiento programado (plan anual),13041.0,PC
PAR-005929,pc-eq-06,2027-08-11,05:00:00,16.8,Correctiva ,Falla mecánica - desgaste de componente,30311.0,PC
PAR-006525,PC-EQ-08	,2027-02-26,02:00:00,2.9, operativa,Falta de mineral en cancha,1580.0,PC
PAR-004959,PCEQ04,2026-04-24,00:00:00,17.1,Correctiva,Falla eléctrica - motor/tablero,33190.0,PC
PAR-004582,PC-EQ-03	,2026-05-07,07:00:00,0.9,Operativa,Condiciones climáticas adversas,319.0,PC
PAR-005994,PC-EQ-07	,2024-08-03,11:00:00,2.4,Correctiva,,3763.0,PC
PAR-004920,pc-eq-04,2025-12-20,09:00:00,7.8,PREVENTIVA,Mantenimiento programado (plan anual),9247.0,PC
PAR-005578, PC-EQ-05,2027-08-17,19:00:00,2.5,Operativa ,Corte de energía externo,918.0,PC
PAR-004961,PC-EQ-04,2026-04-27,03:00:00,7.7,Preventiva ,Mantenimiento programado (plan anual),7403.0,PC
PAR-005610,PC-EQ-05,2027-11-27,04:00:00,1.2, operativa,Falta de mineral en cancha,439.0,PC
PAR-003786, PC-EQ-01,2025-03-19,07:00:00,6.9,Preventiva,Mantenimiento programado (plan anual),11059.0,PC
PAR-004918,pc-eq-04,2025-12-13,03:00:00,12.7,Correctiva ,Falla eléctrica - motor/tablero,23634.0,PC
PAR-007258,PC_EQ_10,2027-12-16,10:00:00,0.5,Correctiva,Falla eléctrica - motor/tablero,786.0,PC
PAR-006740,PC_EQ_09,2026-02-14,17:00:00,0.6, operativa,Corte de energía externo,292.0,PC
PAR-005631,PC-EQ-06	,2024-01-26,06:00:00,4.2, correctiva,Falla de lubricación,4252.0,PC
PAR-003936,PC-EQ-01	,2026-11-13,14:00:00,2.2,OPERATIVA,Espera de insumos (reactivos/bolas de molienda),452.0,PC
PAR-003896,PC-EQ-01,2026-06-10,02:00:00,7.9,Correctiva ,Falla eléctrica - motor/tablero,14206.0,PC
PAR-003723,PC-EQ-01,2024-07-26,07:00:00,8.3, preventiva,Mantenimiento programado (plan anual),13235.0,PC
PAR-006708,PC-EQ-09	,2025-10-03,11:00:00,0.5,CORRECTIVA,Falla de lubricación,1023.0,PC
PAR-005395,PC-EQ-05	,2026-02-10,00:00:00,20.0,Correctiva,Falla mecánica - desgaste de componente,33977.0,PC
PAR-007023,PC-EQ-10 ,2025-06-05,01:00:00,20.0,CORRECTIVA,Atoro de mineral / obstrucción,39400.0,PC
PAR-003963,PC-EQ-01 ,2027-03-10,03:00:00,20.0,Correctiva ,Falla de lubricación,28561.0,PC
PAR-004372, PC-EQ-02,2027-08-08,00:00:00,2.9,OPERATIVA,Condiciones climáticas adversas,1697.0,PC
PAR-004430,PC_EQ_03,2024-04-10,08:00:00,10.7,Correctiva ,Falla mecánica - desgaste de componente,10183.0,PC
PAR-003797,PC-EQ-01	,2025-05-19,14:00:00,1.9, operativa,Corte de energía externo,899.0,PC
PAR-006691, PC-EQ-09,2025-07-11,15:00:00,2.6,Operativa,Espera de insumos (reactivos/bolas de molienda),976.0,PC
PAR-006739,PCEQ09,2026-02-05,06:00:00,8.4,Preventiva,Mantenimiento programado (plan anual),15132.0,PC
PAR-004056,pc-eq-02,2024-02-16,12:00:00,6.3,CORRECTIVA,Atoro de mineral / obstrucción,7490.0,PC
PAR-006057,PC-EQ-07 ,2025-06-22,06:00:00,4.3,PREVENTIVA,Mantenimiento programado (plan anual),4773.0,PC
PAR-004313,PC-EQ-02	,2026-12-13,02:00:00,20.0,CORRECTIVA,Falla de lubricación,39033.0,PC
PAR-004513,PC_EQ_03,2025-07-13,16:00:00,7.0,Preventiva,Mantenimiento programado (plan anual),9756.0,PC
PAR-004177, PC-EQ-02,2025-07-04,02:00:00,7.1,CORRECTIVA,Falla mecánica - desgaste de componente,10699.0,PC
PAR-005093,PCEQ04,2027-06-22,04:00:00,15.1,Correctiva,Atoro de mineral / obstrucción,33162.0,PC
PAR-004553,pc-eq-03,2025-12-16,01:00:00,2.5,Correctiva ,Falla mecánica - desgaste de componente,5199.0,PC
PAR-005292,pc-eq-05,2025-03-25,15:00:00,5.0,PREVENTIVA,Mantenimiento programado (plan anual),9902.0,PC
PAR-005380,PC-EQ-05	,2025-12-28,11:00:00,11.7, correctiva,Falla eléctrica - motor/tablero,19080.0,PC
PAR-005533,PC-EQ-05,2027-04-02,01:00:00,8.8,Correctiva ,Falla de lubricación,10812.0,PC
PAR-005441,pc-eq-05,2026-05-24,07:00:00,0.5,Correctiva,Rotura de faja/correa,917.0,PC
PAR-006084,PC-EQ-07,2025-12-03,01:00:00,20.0,Correctiva,Atoro de mineral / obstrucción,25659.0,PC
PAR-006348,pc-eq-08,2025-04-13,01:00:00,13.2, correctiva,Falla de lubricación,26967.0,PC
PAR-005237, PC-EQ-05,2024-09-24,01:00:00,6.7, correctiva,Falla eléctrica - motor/tablero,9895.0,PC
PAR-005839,PC-EQ-06 ,2026-07-18,17:00:00,5.0,Correctiva ,Falla eléctrica - motor/tablero,6580.0,PC
PAR-004677,PC-EQ-03 ,2027-10-28,04:00:00,4.2,Preventiva,Mantenimiento programado (plan anual),6234.0,PC
PAR-005156,PC-EQ-04 ,2027-12-13,00:00:00,8.4,Preventiva ,Mantenimiento programado (plan anual),9309.0,PC
PAR-006790,pc-eq-09,2026-09-19,04:00:00,7.6,Correctiva ,Falla eléctrica - motor/tablero,8778.0,PC
PAR-005361, PC-EQ-05,2025-11-12,01:00:00,7.2,PREVENTIVA,,9676.0,PC
PAR-006358,PC-EQ-08 ,2025-05-20,00:00:00,0.9,Correctiva,Falla mecánica - desgaste de componente,1093.0,PC
PAR-003893,pc-eq-01,2026-05-21,08:00:00,12.1,Correctiva ,Atoro de mineral / obstrucción,26227.0,PC
PAR-003997,PC-EQ-01,2027-07-05,12:00:00,1.9,Operativa,Falta de mineral en cancha,877.0,PC
PAR-004308,PCEQ02,2026-11-09,12:00:00,8.3, preventiva,Mantenimiento programado (plan anual),12363.0,PC
PAR-006508,PC-EQ-08 ,2026-12-16,14:00:00,5.6,Preventiva,Mantenimiento programado (plan anual),11115.0,PC
